id,card_id,name,rarity,type,element,sub_type,image_path,level,attack,health,description,expansion,card_number,skills,passive_skill,created_at,updated_at,spektra_cost,duplicate_group,effect_type,effect_value,effect_value_2,effect_target
108,fire-crimson-sr,Crimson,Super Rare,avatar,fire,kobar,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Crimson.webp,2,18,15,Avatar - Kobar Fighter,Fire and Water,GEN-108,"[{""id"":""ember"",""name"":""Ember"",""damage"":3,""conditions"":[],""description"":""Basic fire attack"",""spektraCost"":[""fire""]},{""id"":""infernal-crush"",""name"":""Infernal Crush"",""damage"":18,""conditions"":[{""type"":""self_damage"",""value"":4,""effect"":{""type"":""damage_self"",""value"":4}}],""description"":""Deal 4 damage to this Avatar after using this skill"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:54.271Z""",,,GEN-015,,,,
109,fire-dara-sr,Dara,Super Rare,avatar,fire,borah,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Dara.webp,2,3,12,Avatar - Borah Fighter,Fire and Water,GEN-109,"[{""id"":""klaw"",""name"":""Klaw"",""damage"":3,""conditions"":[],""description"":""Sharp claw attack"",""spektraCost"":[""neutral""]},{""id"":""annihilation"",""name"":""Annihilation"",""damage"":15,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kuhaka"",""kujana""],""effect"":{""type"":""damage_modification"",""value"":20}}],""description"":""This attack damage become 20 if the opponent is Kuhaka or Kujana type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire"",""neutral""]}]",,"""2026-01-09T06:52:54.340Z""",,,GEN-016,,,,
110,fire-daisy-sr,Daisy,Super Rare,avatar,fire,borah,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Daisy.webp,2,6,16,Avatar - Borah Fighter,Fire and Water,GEN-110,"[{""id"":""spit-fire"",""name"":""Spit Fire"",""damage"":6,""conditions"":[],""description"":""Fire projectile attack"",""spektraCost"":[""fire"",""neutral""]},{""id"":""spread-burning"",""name"":""Spread Burning"",""damage"":10,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 10 damage to opponent active avatar and 2 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:54.386Z""",,,GEN-017,,,,
111,fire-scarlet-sr,Scarlet,Super Rare,avatar,fire,borah,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Scarlet.webp,2,4,14,Avatar - Borah Fighter,Fire and Water,GEN-111,"[{""id"":""mini-dagger"",""name"":""Mini Dagger"",""damage"":4,""conditions"":[],""description"":""Quick dagger strike"",""spektraCost"":[""fire"",""neutral""]},{""id"":""infernal-arrow"",""name"":""Infernal Arrow"",""damage"":15,""conditions"":[{""type"":""self_damage"",""value"":3,""effect"":{""type"":""damage_self"",""value"":3}}],""description"":""Deal 3 damage to this Avatar after using this skill"",""spektraCost"":[""fire"",""fire"",""fire"",""neutral""]}]",,"""2026-01-09T06:52:54.481Z""",,,GEN-018,,,,
112,fire-blood-eater-sr,Blood Eater,Super Rare,avatar,fire,kujana,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Blood Eater.webp,2,2,16,Avatar - Kujana Witch,Fire and Water,GEN-112,"[{""id"":""whirl-kick"",""name"":""Whirl Kick"",""damage"":2,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 2 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral""]},{""id"":""rushing-kick"",""name"":""Rushing Kick"",""damage"":12,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":15}}],""description"":""This attack damage become 15 if the opponent is Borah or Kobar type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire""]}]",,"""2026-01-09T06:52:54.527Z""",,,GEN-019,,,,
113,fire-blood-demon-sr,Blood Demon,Super Rare,avatar,fire,kuhaka,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Blood Demon.webp,2,13,13,Avatar - Kuhaka Berserker,Fire and Water,GEN-113,"[{""id"":""bloody-klaw"",""name"":""Bloody Klaw"",""damage"":13,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":20}}],""description"":""This attack damage become 20 if the opponent is Borah or Kobar type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire"",""neutral""]}]","{""id"":""berserker-burnout"",""name"":""Berserker Burnout"",""scope"":""active"",""damage"":0,""effect"":""Everytime before your draw phase, deal 1 damage to this Avatar."",""description"":""Everytime before your draw phase, deal 1 damage to this Avatar."",""spektraCost"":[]}","""2026-01-09T06:52:54.619Z""",,,GEN-020,,,,
114,fire-boar-berserker-sr,Boar Berserker,Super Rare,avatar,fire,kuhaka,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Boar Berserker.webp,2,6,20,Avatar - Kuhaka Berserker,Fire and Water,GEN-114,"[{""id"":""body-slam"",""name"":""Body Slam"",""damage"":6,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill."",""spektraCost"":[""fire"",""fire""]},{""id"":""bloody-klaw"",""name"":""Bloody Klaw"",""damage"":20,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:54.710Z""",,,GEN-021,,,,
115,fire-banaspati-sr,Banaspati,Super Rare,avatar,fire,kuhaka,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Banaspati.webp,2,3,17,Avatar - Kuhaka Pyromancer,Fire and Water,GEN-115,"[{""id"":""ember"",""name"":""Ember"",""damage"":3,""conditions"":[],""description"":""Basic fire spell"",""spektraCost"":[""fire"",""neutral""]},{""id"":""spread-ember"",""name"":""Spread Ember"",""damage"":13,""target"":""all_opponent_reserve"",""conditions"":[],""description"":""Put 3 damage into all opponent reserve avatars."",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:54.755Z""",,,GEN-022,,,,
116,fire-boar-witch-sr,Boar Witch,Super Rare,avatar,fire,kujana,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Boar Witch.webp,2,7,13,Avatar - Kujana Witch,Fire and Water,GEN-116,"[{""id"":""purified-fire"",""name"":""Purified Fire"",""damage"":7,""condition"":""damage_to_self"",""effectType"":""heal"",""description"":""Deal 7 damage. If this avatar has damage counters, heal 2 damage."",""effectValue"":2,""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""],""effectTarget"":""player_active"",""conditionValue"":1}]","{""id"":""sacred-fire"",""name"":""Sacred Fire"",""scope"":""active_or_reserve"",""damage"":0,""description"":""Your active Fire Element Avatar gets +2 attack damage in their skills."",""spektraCost"":[],""modifierType"":""skill_damage_boost"",""modifierValue"":2,""modifierCondition"":""fire""}","""2026-01-09T06:52:54.804Z""",,,GEN-023,,,,
117,fire-banaspati-female-sr,Banaspati,Super Rare,avatar,fire,kujana,/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Banaspati Female.webp,2,3,15,Avatar - Kujana Pyromancer,Fire and Water,GEN-117,"[{""id"":""ember"",""name"":""Ember"",""damage"":3,""conditions"":[],""description"":""Basic fire spell"",""spektraCost"":[""fire"",""neutral""]},{""id"":""burning-tips"",""name"":""Burning Tips"",""damage"":8,""conditions"":[{""type"":""opponent_element"",""value"":[""air""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""This attack damage become 12 if the opponent is Air Element Avatar"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:54.895Z""",,,GEN-024,,,,
,,,,,,,,,,,,,,,,,,,GEN-025,,,,
118,water-fishmonger-sr,Fishmonger,Super Rare,avatar,water,kujana,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Fishmonger.webp,1,1,6,Avatar - Kujana Human,Fire and Water,GEN-118,"[{""id"":""fish-knife"",""name"":""Fish Knife"",""damage"":1,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":3}}],""description"":""This attack damage become 3 if the opponent is Borah or Kobar type avatar"",""spektraCost"":[""water"",""neutral""]}]",,"""2026-01-09T06:52:55.628Z""",,,GEN-040,,,,
119,water-shaman-kujana-sr,Shaman,Super Rare,avatar,water,kujana,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Shaman B.webp,1,1,6,Avatar - Kujana Witch,Fire and Water,GEN-119,"[{""id"":""wild-torrent"",""name"":""Wild Torrent"",""damage"":1,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 1 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water""]}]",,"""2026-01-09T06:52:55.673Z""",,,GEN-041,,,,
120,water-gal-sr,Gal,Super Rare,avatar,water,kujana,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Gal.webp,1,2,5,Avatar - Kujana Human,Fire and Water,GEN-120,"[{""id"":""slap"",""name"":""Slap"",""damage"":2,""conditions"":[],""description"":""Basic slap attack"",""spektraCost"":[""water""]}]",,"""2026-01-09T06:52:55.719Z""",,,GEN-042,,,,
121,water-fisherman-sr,Fisherman,Super Rare,avatar,water,kuhaka,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Fisherman.webp,1,2,8,Avatar - Kuhaka Human,Fire and Water,GEN-121,"[{""id"":""whack"",""name"":""Whack"",""damage"":2,""conditions"":[],""description"":""Physical strike"",""spektraCost"":[""water"",""water""]}]",,"""2026-01-09T06:52:55.763Z""",,,GEN-043,,,,
122,water-rich-thug-sr,Rich Thug,Super Rare,avatar,water,kuhaka,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Rich Tug.webp,1,1,5,Avatar - Kuhaka Human,Fire and Water,GEN-122,"[{""id"":""kick"",""name"":""Kick"",""damage"":1,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""neutral""]}]",,"""2026-01-09T06:52:55.810Z""",,,GEN-044,,,,
123,water-shaman-kuhaka-sr,Shaman,Super Rare,avatar,water,kuhaka,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Shaman A.webp,1,3,6,Avatar - Kuhaka Witch,Fire and Water,GEN-123,"[{""id"":""concentrated-water"",""name"":""Concentrated Water"",""damage"":3,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage into this Avatar"",""spektraCost"":[""water"",""water""]}]",,"""2026-01-09T06:52:55.856Z""",,,GEN-045,,,,
124,water-kobar-trainee-a-sr,Kobar Trainee A,Super Rare,avatar,water,kobar,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Kobar Trainee A.webp,1,1,6,Avatar - Kobar Fighter,Fire and Water,GEN-124,"[{""id"":""punch"",""name"":""Punch"",""damage"":1,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""water""]}]",,"""2026-01-09T06:52:55.902Z""",,,GEN-046,,,,
125,water-kobar-trainee-b-sr,Kobar Trainee B,Super Rare,avatar,water,kobar,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Kobar Trainee B.webp,1,2,5,Avatar - Kobar Fighter,Fire and Water,GEN-125,"[{""id"":""kick"",""name"":""Kick"",""damage"":2,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""water"",""water""]}]",,"""2026-01-09T06:52:55.946Z""",,,GEN-047,,,,
126,water-kobar-trainee-c-sr,Kobar Trainee C,Super Rare,avatar,water,kobar,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Kobar Trainee C.webp,1,1,5,Avatar - Kobar Fighter,Fire and Water,GEN-126,"[{""id"":""wildbone-blade"",""name"":""Wildbone Blade"",""damage"":1,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":3}}],""description"":""This attack damage become 3 if the opponent is Fire Element Avatar"",""spektraCost"":[""water"",""water""]}]",,"""2026-01-09T06:52:55.992Z""",,,GEN-048,,,,
127,water-borah-trainee-a-sr,Borah Trainee A,Super Rare,avatar,water,borah,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Borah Trainee A.webp,1,1,5,Avatar - Borah Fighter,Fire and Water,GEN-127,"[{""id"":""kick"",""name"":""Kick"",""damage"":1,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""neutral""]}]",,"""2026-01-09T06:52:56.039Z""",,,GEN-049,,,,
128,water-borah-trainee-b-sr,Borah Trainee B,Super Rare,avatar,water,borah,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Borah Trainee B.webp,1,1,5,Avatar - Borah Fighter,Fire and Water,GEN-128,"[{""id"":""water-whip"",""name"":""Water Whip"",""damage"":1,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 1 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""neutral""]}]",,"""2026-01-09T06:52:56.085Z""",,,GEN-050,,,,
129,water-borah-trainee-c-sr,Borah Trainee C,Super Rare,avatar,water,borah,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Borah Trainee C.webp,1,2,6,Avatar - Borah Fighter,Fire and Water,GEN-129,"[{""id"":""liquid-dance"",""name"":""Liquid Dance"",""damage"":2,""conditions"":[],""description"":""Flowing water combat technique"",""spektraCost"":[""water""]}]",,"""2026-01-09T06:52:56.131Z""",,,GEN-051,,,,
130,water-alice-sr,Alice,Super Rare,avatar,water,borah,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Alice.webp,2,14,12,Avatar - Borah Warrior,Fire and Water,GEN-130,"[{""id"":""ice-calibur"",""name"":""Ice Calibur"",""damage"":14,""conditions"":[],""description"":""Powerful ice sword strike"",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral"",""neutral""]}]","{""name"":""Frost Aura"",""scope"":""active_or_reserve"",""damage"":0,""effect"":""Enemy Fire Element Avatars get -2 attack damage in their skills."",""description"":""Enemy Fire Element Avatars get -2 attack damage in their skills."",""spektraCost"":[]}","""2026-01-09T06:52:56.239Z""",,,GEN-052,,,,
131,water-clear-sr,Clear,Super Rare,avatar,water,borah,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Clear.webp,2,3,14,Avatar - Borah Gunner,Fire and Water,GEN-131,"[{""id"":""shoot"",""name"":""Shoot"",""damage"":3,""conditions"":[],""description"":""Basic ranged attack"",""spektraCost"":[""neutral""]},{""id"":""water-turret"",""name"":""Water Turret"",""damage"":8,""conditions"":[],""description"":""Put 8 damage counter into 1 of opponent Avatar"",""spektraCost"":[""water"",""water"",""water"",""neutral""]}]",,"""2026-01-09T06:52:56.284Z""",,,GEN-053,,,,
132,water-maya-sr,Maya,Super Rare,avatar,water,borah,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Maya.webp,2,4,16,Avatar - Borah Mage,Fire and Water,GEN-132,"[{""id"":""current-staff"",""name"":""Current Staff"",""damage"":4,""conditions"":[],""description"":""Water staff attack"",""spektraCost"":[""water"",""neutral""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 8 damage to opponent active avatar and 4 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.331Z""",,,GEN-054,,,,
133,water-arctic-sr,Arctic,Super Rare,avatar,water,kobar,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Arctic.webp,2,5,15,Avatar - Kobar Assassin,Fire and Water,GEN-133,"[{""id"":""ice-dagger"",""name"":""Ice Dagger"",""damage"":5,""conditions"":[],""description"":""Ice blade attack"",""spektraCost"":[""water"",""neutral""]},{""id"":""ice-blade"",""name"":""Ice Blade"",""damage"":7,""conditions"":[{""type"":""opponent_hp"",""value"":10,""effect"":{""type"":""damage_modification"",""value"":10}}],""description"":""If you opponent active avatar has 10 or lower HP, this attack become 10"",""spektraCost"":[""water"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.424Z""",,,GEN-055,,,,
134,water-langit-sr,Langit,Super Rare,avatar,water,kobar,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Langit.webp,2,2,13,Avatar - Kobar Gunner,Fire and Water,GEN-134,"[{""id"":""water-gun"",""name"":""Water Gun"",""damage"":2,""conditions"":[],""description"":""Water projectile attack"",""spektraCost"":[""neutral""]},{""id"":""water-cannon"",""name"":""Water Cannon"",""damage"":7,""conditions"":[{""type"":""hand_empty"",""value"":true,""effect"":{""type"":""draw_card"",""value"":1}}],""description"":""If you dont have any card in hand, draw a card"",""spektraCost"":[""water"",""water"",""neutral""]}]",,"""2026-01-09T06:52:56.469Z""",,,GEN-056,,,,
135,water-sapphire-sr,Sapphire,Super Rare,avatar,water,kobar,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Sapphire.webp,2,3,16,Avatar - Kobar Dancer,Fire and Water,GEN-135,"[{""id"":""aqua-whip"",""name"":""Aqua Whip"",""damage"":3,""conditions"":[],""description"":""Water whip attack"",""spektraCost"":[""water""]},{""id"":""water-dance"",""name"":""Water Dance"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""If your opponent active avatar has Fire Element, this attack become 12"",""spektraCost"":[""water"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.516Z""",,,GEN-057,,,,
136,water-banyu-ghost-kuhaka-sr,Banyu Ghost,Super Rare,avatar,water,kuhaka,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Banyu Ghost.webp,2,7,14,Avatar - Kuhaka Spirit,Fire and Water,GEN-136,"[{""id"":""bloody-cage"",""name"":""Bloody Cage"",""damage"":7,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill"",""spektraCost"":[""water"",""neutral"",""neutral""]},{""id"":""water-bomb"",""name"":""Water Bomb"",""damage"":9,""conditions"":[{""type"":""draw_cards"",""value"":2,""effect"":{""type"":""draw_cards"",""value"":2}}],""description"":""Draw 2 cards"",""spektraCost"":[""water"",""water"",""water"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.608Z""",,,GEN-058,,,,
137,water-lake-guardian-sr,Lake Guardian,Super Rare,avatar,water,kuhaka,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Lake Guardian.webp,2,3,16,Avatar - Kuhaka Beast,Fire and Water,GEN-137,"[{""id"":""bite"",""name"":""Bite"",""damage"":3,""conditions"":[],""description"":""Vicious bite attack"",""spektraCost"":[""water""]},{""id"":""eternal-slumber"",""name"":""Eternal Slumber"",""damage"":2,""conditions"":[],""description"":""If the target has 5 or below HP, destroy that Avatar."",""spektraCost"":[""water"",""water"",""neutral"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.652Z""",,,GEN-059,,,,
138,water-the-count-sr,The Count,Super Rare,avatar,water,kuhaka,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_The Count.webp,2,9,15,Avatar - Kuhaka Warrior,Fire and Water,GEN-138,"[{""id"":""blood-blade"",""name"":""Blood Blade"",""damage"":9,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Kobar or Borah type."",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral""]}]","{""name"":""Chilling Bone Mist"",""scope"":""active"",""damage"":0,""effect"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""description"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""spektraCost"":[]}","""2026-01-09T06:52:56.699Z""",,,GEN-060,,,,
139,water-banyu-ghost-kujana-sr,Banyu Ghost,Super Rare,avatar,water,kujana,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Banyu Ghost Fem.webp,2,1,13,Avatar - Kujana Spirit,Fire and Water,GEN-139,"[{""id"":""water-string"",""name"":""Water String"",""damage"":1,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":4}}],""description"":""If your opponent active avatar were Fire Element, this skill damage become 4"",""spektraCost"":[""water""]},{""id"":""water-splash"",""name"":""Water Splash"",""damage"":5,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 5 damage to opponent active avatar and 3 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water"",""neutral""]}]",,"""2026-01-09T06:52:56.789Z""",,,GEN-061,,,,
140,water-pontia-sr,Pontia,Super Rare,avatar,water,kujana,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Pontia.webp,2,2,12,Avatar - Kujana Mage,Fire and Water,GEN-140,"[{""id"":""chilling-hand"",""name"":""Chilling Hand"",""damage"":2,""conditions"":[],""description"":""Ice-cold touch attack"",""spektraCost"":[""water""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""This attack damage become 12 if the opponent is Kobar or Borah type"",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.834Z""",,,GEN-062,,,,
141,water-whirlpool-demon-sr,Whirlpool Demon,Super Rare,avatar,water,kujana,/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Whirlpool Demon.webp,2,1,14,Avatar - Kujana Demon,Fire and Water,GEN-141,"[{""id"":""whirlpool"",""name"":""Whirlpool"",""damage"":1,""conditions"":[],""description"":""Put 3 damage into all opponent reserve avatars."",""spektraCost"":[""water"",""neutral""]},{""id"":""water-torrent"",""name"":""Water Torrent"",""damage"":10,""conditions"":[],""description"":""Put 5 damage counter into 1 of opponent reserve avatar."",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral""]}]",,"""2026-01-09T06:52:56.881Z""",,,GEN-063,,,,
,,,,,,,,,,,,,,,,,,,,,,,
142,fire-flame-flicker-sr,Flame Flicker,Super Rare,spell,fire,damage,/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell_Fire SR - Flame Flicker.webp,1,0,0,Deal 2 damage to one enemy Avatar.,Fire and Water,GEN-142,,,"""2026-01-09T06:52:54.943Z""",,"[""fire""]",GEN-025,damage,2,,select_opponent_avatar
143,fire-volcanic-boost-sr,Volcanic Boost,Super Rare,quickSpell,fire,damage,/attached_assets/card_images/GENESIS/fire/quickspells/Red Elemental Spell_Fire SR - Volcanic Boost.webp,1,0,0,Deal 1 damage to opponent active avatar and 1 damage to one selected active or reserve avatar.,Fire and Water,GEN-143,,,"""2026-01-09T06:52:55.308Z""",,"[""fire"",""neutral""]",GEN-033,damage,1,1,select_opponent_avatar
144,fire-burning-armor-sr,Burning Armor,Super Rare,ritualArmor,fire,equipment,/attached_assets/card_images/GENESIS/fire/ritualarmor/Red Elemental Spell_Fire SR - Burning Armor.webp,1,0,0,Equipped avatar gain +2 damage in their skills,Fire and Water,GEN-144,,,"""2026-01-09T06:52:55.399Z""",,"[""fire"",""fire"",""fire"",""fire""]",GEN-035,,,,
145,fire-hell-stage-sr,Hell Stage,Super Rare,field,fire,,/attached_assets/card_images/GENESIS/fire/fieldspells/Red Elemental Spell_Fire SR - Hell Stage.webp,1,0,0,"Non Fire element avatar, get 1 damage everytime its user draw a card.",Fire and Water,GEN-145,,,"""2026-01-09T06:52:55.539Z""",,"[""fire"",""fire"",""neutral"",""neutral""]",GEN-038,,,,
146,water-liquid-book-sr,Liquid Book,Super Rare,spell,water,,/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell_Water SR - Liquid Book.webp,1,0,0,,Fire and Water,GEN-146,,,"""2026-01-09T06:52:57.015Z""",,"[""water"",""neutral""]",GEN-066,reveal_choose,2,,player
147,water-water-shield-sr,Water Shield,Super Rare,quickSpell,water,,/attached_assets/card_images/GENESIS/water/quickspells/Blue Elemental Spell_Water SR - Water Shield.webp,1,0,0,,Fire and Water,GEN-147,,,"""2026-01-09T06:52:57.426Z""",,"[""water"",""water""]",GEN-075,shield,2,,select_player_avatar
148,water-blink-sr,Blink,Super Rare,quickSpell,water,,/attached_assets/card_images/GENESIS/water/quickspells/Blue Elemental Spell_Water SR - Blink.webp,1,0,0,,Fire and Water,GEN-148,,,"""2026-01-09T06:52:57.517Z""",,"[""water"",""water"",""neutral""]",GEN-077,counter,1,,player
149,water-glacier-stage-sr,Glacier Stage,Super Rare,field,water,,/attached_assets/card_images/GENESIS/water/fieldspells/Blue Elemental Spell_Water SR - Glacier Stage.webp,1,0,0,Fire element Avatar skill get -2 damage in their skills,Fire and Water,GEN-149,,,"""2026-01-09T06:52:57.608Z""",,"[""water"",""water"",""water"",""neutral"",""neutral""]",GEN-079,,,,
,,,,,,,,,,,,,,,,,,,,,,,
150,neutral-battle-preparation-sr,Battle Preparation,Super Rare,item,neutral,utility,/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral SR - Battle Preparation.webp,1,0,0,"Discard all cards in hand, then draw 5 cards from deck.",Fire and Water,GEN-150,,,"""2026-01-09T07:02:09.415Z""","""2026-02-17T13:48:00.143Z""",[],GEN-089,discard_draw,5,,player
151,neutral-prize-sr,Prize,Super Rare,spell,neutral,utility,/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral SR - Prize.webp,1,0,0,Draw 1 card.,Fire and Water,GEN-151,,,"""2026-01-09T07:02:09.640Z""","""2026-02-17T13:48:00.362Z""","[""neutral""]",GEN-094,draw,1,,player
152,neutral-sacred-box-sr,Sacred Box,Super Rare,equipment,neutral,equipment,/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral SR - Sacred Box.webp,1,0,0,"After this card casted, equip it into target Kobar/Borah Avatar. Equipped avatar get ability remove 1 battle damage each attack. Pay 1 to equip into another Avatar. You cant have more than 1 Sacred Box on field.",Fire and Water,GEN-152,,,"""2026-01-09T07:02:09.872Z""","""2026-02-17T13:48:00.585Z""","[""neutral"",""neutral"",""neutral"",""neutral""]",GEN-099,,,,
153,neutral-sanggar-sr,Sanggar,Super Rare,field,neutral,,/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Neutral SR - Sanggar.webp,1,0,0,Avatars with Kobar or Borah type get +2 max HP. Reduce every attack from non Kobar and Borah type by one damage (aftermath),Fire and Water,GEN-153,,,"""2026-01-09T07:02:09.963Z""","""2026-02-17T13:48:00.672Z""","[""neutral"",""neutral"",""neutral"",""neutral""]",GEN-101,,,,
,,,,,,,,,,,,,,,,,,,,,,,
